name	docked_protein	score	no_atoms	Tool	ligand_efficiency
1846	6q9y	-8.0	30	LeDock	-0.2666666666666666
1381	6q9y	-7.89	30	LeDock	-0.263
1691	6q9y	-7.89	33	LeDock	-0.239090909090909
874	6q9y	-7.78	28	LeDock	-0.2778571428571428
37	6q9y	-7.71	26	LeDock	-0.2965384615384615
382	6q9y	-7.64	28	LeDock	-0.2728571428571428
1966	6q9y	-7.62	26	LeDock	-0.293076923076923
2330	6q9y	-7.56	26	LeDock	-0.2907692307692308
2063	6q9y	-7.54	30	LeDock	-0.2513333333333333
484	6q9y	-7.38	34	LeDock	-0.2170588235294117
872	6q9y	-7.34	29	LeDock	-0.253103448275862
414	6q9y	-7.32	32	LeDock	-0.22875
1927	3e7o	-7.82	32	LeDock	-0.244375
11	3e7o	-7.79	32	LeDock	-0.2434375
2330	3e7o	-7.68	26	LeDock	-0.2953846153846153
1691	3e7o	-7.6	33	LeDock	-0.2303030303030303
1133	3e7o	-7.52	29	LeDock	-0.2593103448275862
776	3e7o	-7.39	34	LeDock	-0.2173529411764705
526	3e7o	-7.29	28	LeDock	-0.2603571428571428
693	3e7o	-7.22	30	LeDock	-0.2406666666666666
693	5l4q	-9.16	30	LeDock	-0.3053333333333333
1130	5l4q	-8.77	26	LeDock	-0.3373076923076923
874	5l4q	-8.67	28	LeDock	-0.3096428571428571
631	5l4q	-8.61	26	LeDock	-0.3311538461538461
429	5l4q	-8.52	33	LeDock	-0.2581818181818182
991	5l4q	-8.52	32	LeDock	-0.26625
2134	5l4q	-8.35	32	LeDock	-0.2609375
11	5l4q	-8.26	32	LeDock	-0.258125
2103	5l4q	-8.12	27	LeDock	-0.3007407407407407
677	5l4q	-8.07	27	LeDock	-0.2988888888888889
513	5l4q	-8.05	30	LeDock	-0.2683333333333333
1689	5l4q	-7.88	29	LeDock	-0.2717241379310345
1282	5l4q	-7.82	28	LeDock	-0.2792857142857143
1691	5l4q	-7.78	33	LeDock	-0.2357575757575757
2375	5l4q	-7.78	33	LeDock	-0.2357575757575757
2134	2jam	-9.12	32	LeDock	-0.285
3	2jam	-8.48	33	LeDock	-0.2569696969696969
1447	2jam	-8.48	33	LeDock	-0.2569696969696969
2	2jam	-8.26	33	LeDock	-0.2503030303030303
2416	2jam	-7.82	32	LeDock	-0.244375
1381	2jam	-7.66	30	LeDock	-0.2553333333333333
1835	2jam	-7.54	30	LeDock	-0.2513333333333333
2319	2jam	-7.44	30	LeDock	-0.248
2358	2jam	-7.37	30	LeDock	-0.2456666666666666
11	2jam	-7.36	32	LeDock	-0.23
1042	2jam	-7.35	30	LeDock	-0.245
6	4x21	-8.28	30	LeDock	-0.2759999999999999
