name	docked_protein	score	no_atoms	Tool	ligand_efficiency
895	4x21	-6.9	25	LeDock	-0.276
1781	4x21	-6.53	24	LeDock	-0.2720833333333333
789	4x21	-5.69	21	LeDock	-0.2709523809523809
1248	6e43	-7.48	20	LeDock	-0.374
1432	6e43	-7.38	21	LeDock	-0.3514285714285714
1160	6e43	-7.65	23	LeDock	-0.3326086956521739
1676	6e43	-6.95	23	LeDock	-0.3021739130434783
1822	6e43	-6.86	23	LeDock	-0.2982608695652174
200	6e43	-5.93	20	LeDock	-0.2965
1651	6e43	-6.16	21	LeDock	-0.2933333333333333
1355	6e43	-7.53	26	LeDock	-0.2896153846153846
1976	6e43	-7.13	25	LeDock	-0.2852
695	6e43	-5.95	21	LeDock	-0.2833333333333333
789	6e43	-5.82	21	LeDock	-0.2771428571428571
1248	3e7o	-7.41	20	LeDock	-0.3705
200	3e7o	-6.25	20	LeDock	-0.3125
2330	3e7o	-7.68	26	LeDock	-0.2953846153846153
199	3e7o	-7.04	24	LeDock	-0.2933333333333333
1432	3e7o	-6.16	21	LeDock	-0.2933333333333333
737	3e7o	-5.85	20	LeDock	-0.2925
993	3e7o	-6.62	23	LeDock	-0.2878260869565217
1001	3e7o	-6.61	23	LeDock	-0.2873913043478261
695	3e7o	-6.03	21	LeDock	-0.2871428571428571
670	3e7o	-6.22	22	LeDock	-0.2827272727272727
2012	3e7o	-6.76	24	LeDock	-0.2816666666666667
211	3e7o	-5.89	21	LeDock	-0.2804761904761904
81	3e7o	-6.16	22	LeDock	-0.28
1982	3e7o	-6.43	23	LeDock	-0.2795652173913043
2164	3e7o	-6.68	24	LeDock	-0.2783333333333333
